N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Soil_pH_Bin,Altitude_Bin,Recommended_Crop
31,80,13,6.74,31.56,0,0.93,2.32,18.18,82.59,608.27,5.58,11.79,3,2417,2,0,117.01,2,2,Wheat
121,57,64,4.71,41.29,2,0.61,0.62,17.44,52.95,704.71,11.56,3.67,4,791,0,1,278.84,0,0,Wheat
140,82,15,7.14,44.41,0,1.43,2.1,21.03,52.54,2014.05,6.26,16.81,2,2131,1,3,291.7,1,2,Rice
69,48,50,4.62,42.94,3,1.14,1.07,14.47,85.14,2843.2,7.6,12.17,2,938,2,3,315.27,0,1,Millet
56,86,30,7.05,55.21,0,1.41,1.44,27.08,53.8,1135.89,7.4,9.78,0,1953,1,3,141.73,1,2,Potato
84,56,111,7.32,25.93,1,0.58,1.17,23.36,56.09,667.17,6.49,6.57,3,1169,2,3,134.07,1,1,Sugarcane
63,76,69,5.63,15.96,0,1.3,0.44,15.37,48.06,2161.94,7.82,13.74,1,1516,0,2,102.45,0,1,Wheat
25,85,106,7.84,50.48,2,1.39,1.76,22.03,78.0,375.3,8.37,17.22,2,2332,2,2,162.13,1,2,Cotton
32,62,113,6.49,21.61,1,0.74,2.57,18.35,87.1,1705.3,7.38,12.37,1,539,1,0,181.05,2,0,Wheat
132,70,31,7.11,26.67,1,1.03,1.02,37.65,37.07,2925.57,8.27,1.99,2,283,1,2,223.25,1,0,Rice
47,72,70,6.66,59.81,0,1.24,0.3,17.05,47.53,2272.63,6.54,13.41,0,2466,1,3,292.27,2,2,Wheat
104,87,49,7.85,18.12,3,1.48,1.02,19.11,67.71,1516.48,11.51,16.25,0,720,1,2,58.87,1,0,Wheat
61,75,27,4.68,29.32,1,1.44,2.56,37.74,66.27,2570.5,11.42,7.1,0,403,2,0,148.94,0,0,Rice
37,39,105,8.25,12.0,3,1.1,1.4,22.61,55.36,1487.81,6.41,4.95,2,339,1,3,329.6,1,0,Potato
46,59,14,6.4,42.72,0,1.12,1.27,38.58,62.77,323.29,5.38,12.45,3,701,2,0,196.51,2,0,Millet
41,76,118,6.87,19.18,3,1.24,1.61,13.3,30.79,970.67,7.05,11.22,3,468,1,1,200.82,2,0,Wheat
140,63,47,8.01,34.52,1,0.96,2.32,10.27,31.35,2896.26,11.64,7.82,4,559,0,0,90.49,1,0,Wheat
131,74,20,4.97,25.64,2,0.2,1.12,26.04,65.42,815.41,7.61,19.05,2,93,2,2,118.47,0,0,Tomato
115,88,101,5.69,59.95,3,0.41,1.35,30.47,36.55,490.36,4.46,7.15,1,36,0,1,65.05,0,0,Millet
79,36,46,5.6,36.72,2,0.25,0.18,16.9,49.15,2219.66,4.46,10.05,2,1871,1,2,88.22,0,2,Potato
149,25,72,6.43,33.9,1,1.45,1.88,29.51,72.2,2005.96,9.83,2.55,0,2107,1,1,204.71,2,2,Rice
59,13,80,6.21,53.26,1,0.44,2.26,38.14,61.93,712.69,9.22,6.95,3,1980,2,2,170.95,2,2,Millet
100,59,85,4.78,25.96,1,0.9,1.88,20.49,43.78,2987.51,6.76,2.56,3,2183,0,2,261.56,0,2,Rice
23,12,75,6.52,44.3,1,0.8,1.3,35.46,46.2,621.71,10.2,6.55,4,899,1,1,287.63,2,1,Millet
101,51,112,6.76,19.06,1,1.48,2.23,29.26,78.6,1738.39,11.5,19.43,3,1690,1,3,333.07,2,2,Rice
72,30,88,6.49,29.63,2,0.42,2.1,28.05,35.57,1688.76,9.72,8.93,3,1187,2,2,123.86,2,1,Rice
141,10,62,4.66,47.54,3,0.38,1.62,10.7,30.98,2130.8,9.91,10.04,4,899,1,1,296.26,0,1,Sugarcane
106,10,103,5.31,47.43,2,1.07,1.42,38.91,62.24,815.27,10.63,5.97,3,423,1,1,234.28,0,0,Potato
150,27,40,7.52,48.66,2,0.35,0.55,16.2,69.52,1852.84,4.58,15.99,0,552,1,3,189.36,1,0,Wheat
132,17,106,6.3,48.23,0,0.71,2.12,19.93,34.4,2352.38,10.5,19.16,1,2407,2,2,86.53,2,2,Wheat
102,75,84,5.17,34.52,0,0.35,2.02,21.73,77.86,2607.62,6.87,13.62,1,359,0,0,333.5,0,0,Rice
54,61,97,5.94,58.41,1,1.11,2.86,27.9,79.52,1594.86,5.47,15.26,1,516,2,3,301.04,0,0,Rice
41,29,98,5.97,14.34,1,0.86,1.23,17.91,82.8,249.4,5.12,10.21,2,993,1,1,234.99,0,1,Potato
24,37,101,7.7,23.13,0,0.27,1.45,16.12,70.48,1942.81,5.94,12.61,2,1731,2,2,217.38,1,2,Wheat
109,86,108,5.23,47.65,3,0.38,2.32,12.11,88.24,1740.55,8.74,6.63,3,1120,1,1,147.04,0,1,Sugarcane
75,15,70,8.45,41.35,1,0.91,2.79,38.96,58.29,236.86,10.63,17.7,3,1369,2,1,225.07,1,1,Millet
62,38,77,4.72,20.84,1,1.18,1.95,12.98,40.63,720.59,11.18,15.63,0,2130,2,1,51.74,0,2,Millet
70,54,99,6.89,51.69,1,0.41,1.75,17.2,66.14,1922.93,11.05,9.93,0,1655,1,2,250.01,2,1,Wheat
39,15,97,5.01,13.28,2,1.33,1.74,35.04,76.23,2285.47,9.83,17.26,3,2375,2,0,174.41,0,2,Rice
101,80,96,6.38,26.25,3,0.32,1.64,16.79,36.82,2420.81,9.71,16.04,3,164,1,2,254.36,2,0,Wheat
107,56,87,7.05,27.08,3,1.14,1.24,10.11,72.4,2380.47,10.71,5.32,1,1341,2,2,126.91,1,1,Wheat
81,77,42,8.31,40.98,2,0.72,1.26,39.53,78.42,2553.83,7.62,14.79,4,1111,2,2,168.23,1,1,Rice
84,41,37,7.34,50.19,3,1.34,1.42,23.96,67.85,2940.13,7.39,11.43,3,2380,2,2,188.31,1,2,Rice
20,24,66,6.44,16.17,2,1.23,1.68,38.17,79.82,582.83,5.74,8.52,3,699,2,0,155.64,2,0,Millet
139,87,55,6.47,16.3,2,1.37,0.57,15.52,71.06,1559.24,10.55,17.4,1,330,2,2,312.69,2,0,Wheat
84,81,115,8.06,23.26,1,0.89,1.04,32.46,87.41,1688.75,8.86,12.66,4,1784,0,1,341.37,1,2,Rice
40,14,13,8.37,53.52,0,0.93,0.56,10.54,30.08,1798.97,5.48,13.61,4,2244,2,3,290.96,1,2,Wheat
39,63,110,7.32,41.72,2,0.32,2.74,28.1,38.55,817.61,6.39,1.4,4,1796,2,0,156.38,1,2,Sugarcane
49,76,34,7.38,27.38,0,1.02,1.11,19.87,73.64,679.34,10.44,19.55,2,2051,0,2,154.44,1,2,Wheat
146,83,11,8.42,33.44,1,0.57,1.77,28.78,30.41,1307.97,10.24,8.16,4,325,1,1,60.37,1,0,Sugarcane
109,26,108,5.44,44.97,3,0.83,2.06,22.31,52.53,1783.77,4.38,13.77,3,2433,2,1,285.86,0,2,Rice
24,30,21,4.51,40.16,0,0.4,1.51,36.38,42.3,2286.57,9.2,12.92,3,316,1,2,64.89,0,0,Rice
95,82,42,6.26,20.93,3,0.6,1.58,10.47,88.13,1465.53,5.2,6.83,2,607,0,0,239.35,2,0,Wheat
50,81,64,7.61,19.86,0,1.48,0.69,17.59,82.83,408.33,11.45,4.48,1,139,1,2,332.01,1,0,Wheat
74,15,12,5.04,38.14,3,0.78,1.79,36.1,82.65,2276.05,6.5,16.02,0,2201,2,2,130.43,0,2,Rice
147,72,104,6.01,50.82,3,1.4,2.7,21.03,42.84,2032.44,8.37,5.12,0,1714,2,3,62.93,2,2,Rice
38,51,13,7.42,27.82,0,1.47,2.01,25.11,44.34,2906.63,11.03,15.13,1,1194,1,2,325.29,1,1,Rice
107,22,80,5.57,30.73,2,0.43,1.32,17.54,57.53,748.42,8.8,8.25,1,929,2,0,217.6,0,1,Wheat
124,18,114,5.07,19.67,0,1.45,1.38,14.99,35.42,1420.18,11.09,17.16,1,79,2,0,240.14,0,0,Sugarcane
30,88,55,7.1,39.1,0,1.33,2.42,25.71,72.14,2022.51,10.59,6.39,0,651,2,1,302.11,1,0,Rice
114,65,103,6.7,13.07,2,0.31,2.69,19.9,45.03,640.16,9.41,9.87,4,56,0,3,98.81,2,0,Wheat
138,42,49,5.57,52.44,0,1.19,2.85,27.51,79.06,1872.21,6.89,17.81,2,63,2,2,343.56,0,0,Rice
129,27,36,6.96,33.1,2,1.21,2.7,32.41,75.1,640.33,4.68,19.26,3,1243,1,0,307.1,2,1,Millet
156,40,98,5.22,46.68,1,0.72,1.94,11.36,45.03,239.43,6.95,9.46,4,1227,0,1,127.58,0,1,Sugarcane
102,28,42,8.38,38.97,0,0.78,0.82,17.24,80.38,1561.1,8.75,3.48,1,2290,0,2,224.5,1,2,Wheat
62,73,13,8.41,13.43,2,0.22,1.14,31.9,58.72,1225.55,5.12,11.72,2,1311,0,0,170.03,1,1,Pulses
24,64,97,7.33,42.86,1,1.02,1.25,26.48,47.76,2681.05,4.44,12.28,1,1875,0,0,134.16,1,2,Rice
76,73,56,5.67,10.39,0,1.1,1.78,33.04,75.17,621.73,8.45,14.8,3,547,1,3,298.03,0,0,Millet
111,86,27,5.35,57.55,0,0.29,1.8,17.05,87.02,931.41,4.65,18.85,0,657,1,3,313.44,0,0,Wheat
72,85,108,7.31,10.61,2,0.92,2.03,29.57,34.78,2610.67,10.73,13.36,2,1575,1,1,83.92,1,1,Rice
99,62,92,4.69,21.72,1,0.35,2.31,36.81,68.08,2004.58,5.01,1.4,1,2420,0,0,95.37,0,2,Rice
45,84,65,5.87,24.76,1,0.74,1.72,39.22,55.91,1203.11,7.48,2.28,0,1283,0,3,165.91,0,1,Pulses
84,66,97,7.63,31.99,2,0.57,2.92,13.29,32.46,2178.7,5.96,18.71,2,2259,2,2,275.38,1,2,Wheat
70,23,67,7.45,15.75,2,1.0,1.72,22.29,51.95,691.67,6.33,4.94,2,216,0,3,124.32,1,0,Cotton
26,15,79,7.87,14.58,0,1.28,2.5,33.7,38.47,2710.86,6.55,10.6,2,2207,1,0,346.26,1,2,Rice
155,45,83,7.04,35.54,2,0.82,0.36,38.35,88.7,2783.56,5.07,11.58,3,2235,0,0,312.87,1,2,Rice
100,82,52,7.65,54.94,0,0.79,2.51,30.0,36.26,833.78,11.74,18.93,3,816,1,1,321.89,1,0,Barley
133,15,114,7.21,46.75,1,0.82,0.99,33.49,78.93,2950.26,5.03,5.55,0,1657,2,2,57.94,1,1,Rice
108,80,45,5.48,38.32,1,0.39,2.28,33.6,71.97,2903.03,7.95,2.82,1,2166,1,2,164.2,0,2,Rice
131,27,62,7.84,23.51,3,0.88,1.88,23.24,88.31,2869.97,9.47,17.9,3,1422,2,2,311.05,1,1,Rice
137,39,12,5.63,27.96,1,1.42,1.64,21.82,34.35,813.85,10.14,15.22,0,1299,1,2,324.81,0,1,Barley
111,24,82,4.85,17.09,2,0.89,1.9,18.29,52.59,1056.91,5.66,18.51,0,2498,0,0,54.82,0,2,Sugarcane
113,48,85,5.93,24.14,0,0.82,0.42,33.84,67.04,2779.47,9.37,7.8,3,1224,0,0,278.44,0,1,Rice
52,75,101,5.66,31.55,2,0.23,0.56,38.55,62.99,2930.07,6.81,19.22,4,1777,2,1,317.39,0,2,Rice
106,86,115,4.87,13.39,0,1.07,1.14,19.23,48.52,1236.27,4.96,6.26,3,2472,1,1,209.17,0,2,Sugarcane
119,68,25,4.97,28.35,0,1.06,2.05,28.66,47.25,1129.96,10.67,11.12,3,705,2,0,133.63,0,0,Sugarcane
123,84,45,5.69,26.12,3,0.99,2.25,30.76,72.08,2465.26,6.06,9.49,1,173,1,0,293.4,0,0,Rice
59,60,40,6.6,35.54,3,0.36,1.31,31.25,73.78,2715.02,5.36,17.44,1,386,2,1,53.51,2,0,Rice
40,59,30,8.17,53.96,3,0.71,0.35,36.82,67.31,2056.63,8.21,3.95,2,146,1,2,237.11,1,0,Rice
54,54,107,5.62,59.17,3,0.62,1.28,27.75,64.41,1474.13,5.71,4.87,2,2284,1,3,336.46,0,2,Barley
46,21,52,6.92,14.29,0,1.44,2.61,11.71,87.92,1115.58,10.95,10.18,1,1468,2,1,98.06,2,1,Wheat
115,50,65,8.04,24.67,3,1.29,2.77,39.0,74.33,323.54,7.39,19.08,2,47,2,1,320.79,1,0,Millet
36,77,81,7.32,35.65,2,0.28,0.45,30.49,72.28,2160.26,10.57,9.22,3,21,1,1,308.29,1,0,Rice
114,57,28,5.88,57.25,2,0.93,0.13,15.63,81.81,2413.85,6.02,2.78,4,1120,1,1,228.31,0,1,Sugarcane
28,59,58,6.03,22.86,0,0.5,2.8,17.54,55.69,1236.75,9.76,12.96,4,2212,1,1,139.92,2,2,Wheat
31,84,12,5.45,21.25,2,0.4,1.93,20.03,66.93,885.37,6.53,17.32,4,409,1,3,240.67,0,0,Barley
108,17,73,7.87,56.57,1,0.24,0.75,34.45,47.05,1142.99,7.16,16.89,0,2496,0,0,166.47,1,2,Sugarcane
49,33,106,4.9,13.26,1,1.23,2.67,20.11,83.5,1138.96,8.39,4.79,1,2028,0,1,166.37,0,2,Maize
30,84,98,7.09,24.46,1,1.14,2.81,22.62,30.14,1679.29,11.7,17.28,0,300,0,1,318.85,1,0,Rice
125,57,33,5.68,38.96,3,0.54,2.09,11.39,64.59,2188.23,8.12,17.22,0,1951,0,0,105.07,0,2,Sugarcane
56,41,57,4.62,26.84,3,1.49,0.17,38.84,64.35,1501.38,11.74,16.14,4,605,0,3,197.94,0,0,Rice
77,85,87,5.87,42.89,0,1.12,1.1,34.75,49.13,1148.46,7.37,9.64,4,1367,2,3,100.18,0,1,Millet
142,14,35,5.81,17.74,0,0.24,2.14,13.44,88.08,1009.36,10.17,18.01,3,32,2,0,295.56,0,0,Sugarcane
46,29,80,4.8,56.77,3,1.38,2.96,12.78,48.46,1067.79,10.45,7.1,2,264,1,2,176.85,0,0,Potato
72,86,28,8.33,52.78,0,0.34,2.89,31.6,40.83,1540.2,4.32,12.29,2,1258,2,1,99.42,1,1,Rice
92,24,68,7.95,29.2,3,0.76,1.88,23.15,83.2,1856.25,9.27,1.79,4,274,0,3,306.3,1,0,Rice
108,33,108,5.97,25.89,1,0.95,0.29,36.22,43.78,1349.61,8.45,13.27,0,607,0,3,96.42,0,0,Sugarcane
133,83,102,8.37,17.73,1,0.34,1.32,18.45,62.71,2751.52,6.03,3.58,1,1931,0,2,175.14,1,2,Wheat
76,29,118,6.88,55.42,3,1.1,0.63,26.43,65.53,1909.26,7.39,15.15,3,1616,2,2,91.65,2,1,Rice
122,38,69,4.84,36.89,0,0.46,0.25,38.39,81.42,2816.06,10.42,19.04,0,280,2,2,195.65,0,0,Rice
45,65,27,5.0,48.94,0,0.44,1.35,25.41,80.93,852.9,6.25,7.53,4,504,0,3,83.52,0,0,Cotton
132,79,14,5.21,56.8,1,0.81,1.23,12.14,48.56,944.73,6.05,9.0,0,348,1,0,223.91,0,0,Barley
91,80,97,6.1,19.07,1,0.57,1.33,24.05,56.11,2340.09,8.08,8.87,4,2435,2,3,229.52,2,2,Rice
136,14,55,5.53,12.28,0,0.62,0.98,22.88,45.69,2599.2,11.47,3.07,4,2312,2,1,308.22,0,2,Rice
73,77,90,7.42,47.14,1,1.34,0.53,33.32,44.71,310.42,4.16,12.69,3,391,2,2,78.47,1,0,Millet
126,50,94,5.17,56.99,2,1.21,2.17,14.77,87.81,2114.0,4.47,1.63,2,1575,1,0,160.77,0,1,Sugarcane
80,41,82,6.45,46.26,2,1.34,2.53,32.27,47.36,2683.05,9.76,11.98,2,275,1,1,72.76,2,0,Rice
157,70,45,6.22,48.95,3,0.48,1.81,18.69,47.64,2883.38,6.98,13.98,0,1726,2,1,342.58,2,2,Wheat
33,82,31,8.18,53.32,1,0.65,0.48,26.29,41.4,1424.7,10.35,9.1,1,614,1,0,277.73,1,0,Barley
57,19,69,6.18,16.89,1,0.85,0.23,14.41,82.78,2609.38,6.8,16.06,0,2261,0,3,282.9,2,2,Wheat
73,22,17,6.9,23.07,2,0.43,1.75,24.75,61.0,1538.31,6.75,18.7,2,269,0,0,146.33,2,0,Rice
28,41,119,6.15,54.21,3,1.39,2.52,13.13,87.8,1395.28,8.15,19.44,0,1013,1,2,320.92,2,1,Wheat
93,87,39,6.5,56.04,3,1.05,0.26,32.11,88.71,297.37,10.13,4.95,4,933,1,0,93.29,2,1,Millet
51,89,69,4.92,34.48,3,1.35,0.42,36.05,84.73,234.98,9.94,17.9,2,927,1,3,57.07,0,1,Millet
66,80,32,7.15,51.55,2,0.42,2.08,23.59,51.95,2894.47,5.62,12.33,3,863,1,3,270.02,1,1,Rice
86,14,73,6.69,13.77,1,1.01,2.57,21.48,40.4,2931.35,6.29,1.85,2,1238,0,2,344.74,2,1,Rice
127,57,83,4.74,44.6,0,1.18,2.41,35.52,67.87,1822.77,10.01,1.71,3,2282,0,3,261.21,0,2,Rice
32,24,21,6.43,13.69,1,0.44,2.98,14.6,64.41,671.51,11.8,12.96,3,1302,1,0,142.58,2,1,Wheat
33,40,69,7.43,35.5,0,1.13,1.95,22.07,44.71,2195.05,6.14,1.56,3,2238,1,0,51.8,1,2,Rice
123,83,73,6.13,35.44,2,0.82,0.29,30.98,77.89,2607.4,10.33,11.96,2,1183,1,3,76.7,2,1,Rice
33,10,100,5.83,48.61,2,1.48,1.41,19.7,42.98,378.37,5.01,18.65,2,1860,1,3,315.03,0,2,Cotton
105,43,31,8.39,12.91,3,0.78,1.49,22.53,30.39,470.91,6.61,16.57,2,2320,0,2,132.6,1,2,Potato
94,51,29,6.26,53.97,0,1.05,2.86,21.73,78.85,1455.04,10.04,11.2,3,216,1,1,170.24,2,0,Barley
128,77,22,7.44,15.34,0,1.03,2.52,35.21,74.05,1991.6,5.83,4.68,4,175,1,0,155.94,1,0,Rice
36,69,100,5.99,24.74,3,0.28,0.53,27.72,42.35,2668.65,9.16,14.69,3,1848,0,1,74.55,0,2,Rice
93,75,102,6.29,27.78,1,1.37,0.26,25.3,41.34,2049.73,6.62,6.22,2,1316,0,3,220.55,2,1,Rice
83,70,65,5.79,14.45,3,1.26,0.57,23.47,49.73,2385.7,10.46,5.41,3,845,1,1,94.16,0,1,Rice
53,67,60,7.72,22.29,3,1.42,1.47,33.89,38.93,2419.64,9.28,5.81,1,101,0,2,267.75,1,0,Rice
146,39,73,6.21,39.09,0,0.28,2.71,34.5,57.4,2910.59,4.16,11.38,0,955,1,0,157.4,2,1,Rice
117,71,91,6.05,28.22,2,0.74,0.34,37.55,66.43,233.96,10.5,18.78,4,1786,1,3,333.45,2,2,Millet
139,28,62,5.9,25.56,2,1.21,1.57,31.3,68.48,420.93,5.38,8.97,2,544,0,0,196.45,0,0,Millet
150,50,17,5.28,23.84,3,0.22,1.58,19.31,78.48,2242.51,9.76,15.73,4,2193,1,0,209.06,0,2,Sugarcane
62,33,14,4.76,14.14,2,1.27,1.42,17.34,52.97,1271.39,5.84,13.04,2,335,2,0,144.74,0,0,Cotton
147,84,57,5.41,37.85,0,0.4,1.1,11.16,76.96,2152.41,9.44,10.3,0,754,2,0,297.02,0,0,Sugarcane
23,54,42,5.74,51.57,0,1.07,2.57,29.0,79.7,1802.19,4.05,11.08,3,1972,1,0,253.04,0,2,Rice
43,58,75,5.12,34.69,1,0.58,0.92,13.77,39.53,341.97,11.58,6.78,0,2311,2,2,222.04,0,2,Millet
29,66,115,7.16,24.27,0,0.81,1.86,18.93,73.74,2361.47,10.0,15.73,0,1403,1,2,300.6,1,1,Wheat
129,13,106,6.65,53.98,2,0.95,1.88,11.69,70.35,889.72,9.35,9.24,3,2427,1,0,169.96,2,2,Wheat
105,59,23,5.68,13.14,3,0.32,2.08,14.24,42.8,1310.18,10.83,10.88,3,1719,1,2,278.99,0,2,Sugarcane
84,17,27,8.05,20.08,3,0.69,0.82,23.58,80.12,1341.03,4.27,9.3,0,1909,0,0,220.58,1,2,Barley
144,17,118,6.58,26.87,1,0.74,1.89,17.12,40.49,2175.17,9.54,10.01,2,1112,0,1,318.47,2,1,Wheat
23,84,113,8.31,37.56,3,0.87,1.81,12.21,38.66,1555.49,5.76,12.93,1,393,1,0,342.98,1,0,Wheat
83,21,102,5.59,18.66,0,0.51,2.36,15.31,30.06,2411.57,9.93,6.23,1,1252,1,0,142.89,0,1,Barley
92,51,46,5.98,19.65,0,1.44,2.04,38.62,63.75,1463.98,7.44,11.34,0,204,1,1,108.4,0,0,Barley
91,34,94,7.6,50.7,2,0.71,2.97,30.53,62.39,1905.65,7.51,17.66,2,621,1,2,267.69,1,0,Rice
62,53,86,6.4,51.45,2,0.51,2.66,10.63,50.34,2707.53,7.76,17.23,1,2165,1,2,233.51,2,2,Wheat
73,36,40,6.79,29.33,0,0.24,2.35,31.36,74.97,2066.96,5.69,11.73,1,195,2,0,318.23,2,0,Rice
112,22,112,5.26,25.77,1,0.68,1.79,28.7,32.37,2119.4,6.96,8.54,4,2283,2,0,274.3,0,2,Rice
56,79,86,4.9,19.6,3,1.48,2.44,18.5,82.09,2553.77,8.61,11.8,2,47,0,1,328.49,0,0,Maize
115,29,61,6.71,17.01,3,0.23,1.84,16.03,73.42,1696.21,5.52,3.61,0,556,0,0,244.38,2,0,Wheat
61,45,111,8.09,46.82,3,0.34,0.96,23.01,87.57,2237.85,7.02,9.01,3,1899,0,3,260.38,1,2,Rice
38,61,87,6.25,30.63,1,0.29,2.1,23.78,32.99,980.44,11.43,3.06,1,2477,2,3,199.81,2,2,Maize
25,25,57,7.74,14.51,2,0.96,0.58,27.75,72.86,2057.08,5.49,2.84,3,1744,1,1,119.93,1,2,Rice
147,61,75,7.38,46.0,2,0.45,2.32,18.82,85.6,1880.18,8.36,4.59,0,2430,1,2,341.65,1,2,Wheat
96,46,74,5.74,48.3,2,1.35,2.74,29.64,79.61,2604.29,10.61,11.23,1,816,0,2,344.26,0,0,Rice
62,63,71,5.72,42.82,1,0.69,0.88,38.93,88.19,2817.13,11.43,2.2,1,510,0,3,218.45,0,0,Rice
59,19,34,5.62,42.88,2,0.45,0.32,13.09,39.39,791.52,6.18,8.1,4,1858,1,0,74.41,0,2,Potato
144,14,50,8.03,44.57,2,0.73,1.18,21.14,88.45,1243.0,10.8,9.04,1,2313,0,0,306.68,1,2,Sugarcane
153,66,84,5.53,56.5,3,0.24,0.58,32.55,61.51,2101.88,7.28,11.06,2,2392,2,2,235.25,0,2,Rice
138,71,99,4.8,45.34,0,0.26,0.65,39.22,55.43,1580.86,10.53,5.41,4,2353,2,3,246.72,0,2,Rice
70,58,10,5.44,23.24,2,0.68,2.08,33.53,30.91,1047.76,11.31,1.85,0,1284,0,2,161.13,0,1,Maize
67,86,53,6.62,45.83,0,0.88,0.85,31.73,58.1,604.25,11.25,14.81,2,1391,2,0,279.03,2,1,Millet
103,54,86,7.48,47.42,1,0.58,2.81,21.96,51.65,1394.96,8.78,17.21,3,1007,1,1,123.61,1,1,Sugarcane
122,22,104,7.02,24.74,0,1.21,0.71,21.02,51.75,2685.73,7.83,18.09,4,449,2,0,201.39,1,0,Rice
147,65,117,8.01,28.36,3,0.3,1.49,30.53,33.54,781.36,4.19,9.33,4,2284,2,2,226.51,1,2,Millet
73,50,76,8.09,58.18,3,1.16,0.7,21.27,89.21,2470.62,11.84,16.33,1,1026,0,2,125.92,1,1,Rice
68,53,119,6.03,12.01,1,1.02,2.22,13.5,80.45,628.61,8.12,3.18,1,915,1,1,80.63,2,1,Wheat
84,18,67,7.69,10.03,0,1.47,2.61,13.07,38.1,2114.03,6.37,18.12,4,411,1,0,64.58,1,0,Wheat
20,66,38,5.07,54.89,1,0.94,1.67,37.67,79.31,1298.14,6.75,14.04,1,334,1,2,291.9,0,0,Potato
146,15,117,7.32,18.06,1,0.29,2.78,31.59,73.94,1333.92,5.48,16.34,2,157,1,0,251.17,1,0,Sugarcane
147,76,36,5.39,16.79,3,0.42,1.64,29.42,32.25,1922.74,9.95,5.5,4,1788,0,2,163.1,0,2,Rice
87,55,96,5.48,46.8,1,0.29,1.99,12.45,59.32,1621.17,4.13,13.15,1,1547,0,1,257.93,0,1,Maize
94,84,77,8.14,38.46,3,0.32,2.17,16.88,51.58,251.86,5.87,16.09,2,604,0,3,349.23,1,0,Wheat
34,32,31,6.44,54.01,3,0.9,0.77,10.86,69.39,957.3,5.09,9.24,1,776,0,2,243.27,2,0,Wheat
84,15,59,7.9,34.44,3,0.92,0.12,22.73,69.65,2986.52,11.69,10.28,2,1020,0,2,236.69,1,1,Rice
40,13,116,6.84,44.45,0,1.06,1.36,23.52,30.28,2554.82,6.43,13.33,0,504,1,3,263.3,2,0,Rice
101,80,14,7.23,16.07,0,1.35,0.92,31.37,68.51,779.29,6.11,11.64,4,2193,0,1,182.65,1,2,Millet
56,80,15,6.99,52.42,1,0.76,0.62,22.11,74.55,1631.48,11.71,17.76,4,544,2,2,208.46,2,0,Rice
124,63,27,5.27,59.54,0,0.74,1.74,38.62,53.91,2129.56,8.24,2.25,3,17,2,1,131.27,0,0,Rice
20,63,29,8.37,26.02,3,1.17,1.15,26.13,38.08,2819.42,7.34,5.48,0,1891,2,1,245.9,1,2,Rice
65,36,41,5.36,38.22,1,1.47,1.64,17.92,68.88,2106.15,9.52,8.93,2,1936,1,3,75.06,0,2,Barley
82,48,39,6.25,22.41,0,0.43,1.64,21.09,85.77,2367.0,9.67,7.04,2,2235,2,2,135.38,2,2,Rice
64,53,55,6.19,49.51,3,0.76,1.3,18.16,62.74,1716.5,5.37,18.58,1,2401,0,2,143.64,2,2,Wheat
37,46,68,6.55,23.64,0,0.3,1.53,16.91,63.54,557.21,7.18,14.2,3,437,0,1,318.85,2,0,Wheat
159,72,49,6.93,10.05,3,0.99,0.65,36.22,61.72,2172.24,8.81,13.3,4,291,0,1,321.82,2,0,Rice
94,32,62,5.3,17.59,3,0.96,0.75,28.77,42.97,1370.14,10.71,11.18,1,2037,1,2,267.87,0,2,Wheat
41,78,31,6.88,16.47,0,0.81,0.4,32.19,61.62,2901.94,5.87,14.19,4,1704,2,1,308.13,2,2,Rice
68,16,41,5.79,54.41,1,1.11,1.67,20.42,63.97,1295.3,5.57,11.31,1,1974,0,2,190.15,0,2,Sugarcane
41,87,41,7.86,21.15,1,0.66,1.77,10.82,53.81,790.0,9.58,13.01,0,1605,1,1,217.35,1,1,Wheat
119,78,119,5.12,29.3,0,1.37,2.11,27.25,60.48,1513.67,9.8,1.67,2,938,0,2,226.48,0,1,Rice
71,85,13,6.34,30.66,3,0.53,0.5,12.55,79.87,2950.83,5.17,8.12,1,1564,1,2,54.85,2,1,Wheat
91,15,56,8.16,57.0,0,1.02,2.63,10.9,75.49,998.88,9.5,14.75,3,1294,0,0,166.37,1,1,Wheat
21,72,24,6.31,57.73,3,0.93,2.41,20.12,48.93,1179.14,8.65,3.3,3,552,0,3,251.03,2,0,Pulses
99,20,59,7.05,41.93,2,0.75,0.5,33.52,75.07,2824.73,11.51,15.4,4,1702,0,2,261.7,1,2,Rice
80,58,74,6.91,28.41,3,0.76,0.88,28.36,71.07,1098.54,5.24,8.2,3,156,0,3,137.81,2,0,Millet
84,54,106,4.52,38.67,2,0.3,2.41,14.61,78.88,2286.08,9.0,1.27,4,1621,0,3,242.3,0,1,Wheat
150,43,84,8.33,17.27,2,1.06,0.46,25.72,74.11,865.65,11.92,11.75,3,1346,0,0,171.79,1,1,Potato
142,86,95,6.75,54.81,3,0.69,0.38,23.51,69.97,545.8,8.85,19.67,3,342,0,0,196.06,2,0,Potato
49,10,15,6.01,23.23,2,0.26,1.04,17.89,63.19,974.38,11.66,8.31,3,1084,0,3,224.28,2,1,Wheat
82,54,36,5.17,58.05,1,0.86,1.83,25.71,40.32,501.88,4.57,2.03,4,1038,1,3,274.03,0,1,Millet
